election,state,federalist,anti_federalist,democratic_republican,democratic,national_republican,whig,republican,third_party,NOTE
1908,New Jersey,0.0000,0.0000,0.0000,0.3907,0.0000,0.0000,0.5680,0.0413,
1908,New York,0.0000,0.0000,0.0000,0.4074,0.0000,0.0000,0.5311,0.0615,
1908,North Carolina,0.0000,0.0000,0.0000,0.5422,0.0000,0.0000,0.4549,0.0029,
1908,North Dakota,0.0000,0.0000,0.0000,0.3479,0.0000,0.0000,0.6102,0.0419,
1908,Ohio,0.0000,0.0000,0.0000,0.4482,0.0000,0.0000,0.5103,0.0415,
1908,Oklahoma,0.0000,0.0000,0.0000,0.4822,0.0000,0.0000,0.4303,0.0875,
1908,Oregon,0.0000,0.0000,0.0000,0.3431,0.0000,0.0000,0.5639,0.0930,
1908,Pennsylvania,0.0000,0.0000,0.0000,0.3541,0.0000,0.0000,0.5884,0.0575,
1908,Rhode Island,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.6076,0.0508,
1908,South Carolina,0.0000,0.0000,0.0000,0.9384,0.0000,0.0000,0.0594,0.0022,
1908,South Dakota,0.0000,0.0000,0.0000,0.3508,0.0000,0.0000,0.5884,0.0608,
1908,Tennessee,0.0000,0.0000,0.0000,0.5273,0.0000,0.0000,0.4587,0.0140,
1908,Texas,0.0000,0.0000,0.0000,0.7397,0.0000,0.0000,0.2235,0.0368,
1908,Utah,0.0000,0.0000,0.0000,0.3922,0.0000,0.0000,0.5619,0.0459,
1908,Vermont,0.0000,0.0000,0.0000,0.2182,0.0000,0.0000,0.7508,0.0310,
1908,Virginia,0.0000,0.0000,0.0000,0.6052,0.0000,0.0000,0.3836,0.0112,
1908,Washington,0.0000,0.0000,0.0000,0.3192,0.0000,0.0000,0.5768,0.1040,
1908,West Virginia,0.0000,0.0000,0.0000,0.4317,0.0000,0.0000,0.5342,0.0341,
1908,Wisconsin,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000,0.5452,0.0881,
1908,Wyoming,0.0000,0.0000,0.0000,0.3967,0.0000,0.0000,0.5543,0.0490,
1912,Alabama,0.0000,0.0000,0.0000,0.6989,0.0000,0.0000,0.0831,0.2180,
1912,Arizona,0.0000,0.0000,0.0000,0.4352,0.0000,0.0000,0.1274,0.4374,
1912,Arkansas,0.0000,0.0000,0.0000,0.5501,0.0000,0.0000,0.2045,0.2454,
1912,California,0.0000,0.0000,0.0000,0.4181,0.0000,0.0000,0.0058,0.5761,
1912,Colorado,0.0000,0.0000,0.0000,0.4280,0.0000,0.0000,0.2188,0.3532,
1912,Connecticut,0.0000,0.0000,0.0000,0.3916,0.0000,0.0000,0.3588,0.2496,
1912,Delaware,0.0000,0.0000,0.0000,0.4648,0.0000,0.0000,0.3285,0.2067,
1912,Florida,0.0000,0.0000,0.0000,0.6952,0.0000,0.0000,0.0842,0.2206,
1912,Georgia,0.0000,0.0000,0.0000,0.7663,0.0000,0.0000,0.0427,0.1910,
1912,Idaho,0.0000,0.0000,0.0000,0.3208,0.0000,0.0000,0.3102,0.3690,
1912,Illinois,0.0000,0.0000,0.0000,0.3534,0.0000,0.0000,0.2213,0.4253,
1912,Indiana,0.0000,0.0000,0.0000,0.4307,0.0000,0.0000,0.2311,0.3382,
1912,Iowa,0.0000,0.0000,0.0000,0.3764,0.0000,0.0000,0.2433,0.3803,
1912,Kansas,0.0000,0.0000,0.0000,0.3930,0.0000,0.0000,0.2047,0.4023,
1912,Kentucky,0.0000,0.0000,0.0000,0.4848,0.0000,0.0000,0.2552,0.2600,
1912,Louisiana,0.0000,0.0000,0.0000,0.7681,0.0000,0.0000,0.0484,0.1835,
1912,Maine,0.0000,0.0000,0.0000,0.3943,0.0000,0.0000,0.2048,0.4009,
1912,Maryland,0.0000,0.0000,0.0000,0.4857,0.0000,0.0000,0.2369,0.2774,
1912,Massachusetts,0.0000,0.0000,0.0000,0.3553,0.0000,0.0000,0.3195,0.3252,
1912,Michigan,0.0000,0.0000,0.0000,0.2736,0.0000,0.0000,0.2763,0.4501,
1912,Minnesota,0.0000,0.0000,0.0000,0.3184,0.0000,0.0000,0.1925,0.4891,
1912,Mississippi,0.0000,0.0000,0.0000,0.8890,0.0000,0.0000,0.0242,0.0868,
1912,Missouri,0.0000,0.0000,0.0000,0.4735,0.0000,0.0000,0.2975,0.2290,
1912,Montana,0.0000,0.0000,0.0000,0.3500,0.0000,0.0000,0.2319,0.4181,
1912,Nebraska,0.0000,0.0000,0.0000,0.4369,0.0000,0.0000,0.2174,0.3457,
1912,Nevada,0.0000,0.0000,0.0000,0.3970,0.0000,0.0000,0.1589,0.4441,
1912,New Hampshire,0.0000,0.0000,0.0000,0.3948,0.0000,0.0000,0.3743,0.2309,
1912,New Jersey,0.0000,0.0000,0.0000,0.4120,0.0000,0.0000,0.2053,0.3827,
1912,New Mexico,0.0000,0.0000,0.0000,0.4139,0.0000,0.0000,0.3591,0.2270,
1912,New York,0.0000,0.0000,0.0000,0.4127,0.0000,0.0000,0.2868,0.3005,
1912,North Carolina,0.0000,0.0000,0.0000,0.5924,0.0000,0.0000,0.1195,0.2881,
1912,North Dakota,0.0000,0.0000,0.0000,0.3414,0.0000,0.0000,0.2667,0.3919,
1912,Ohio,0.0000,0.0000,0.0000,0.4096,0.0000,0.0000,0.2682,0.3222,
1912,Oklahoma,0.0000,0.0000,0.0000,0.4695,0.0000,0.0000,0.3577,0.1728,
1912,Oregon,0.0000,0.0000,0.0000,0.3434,0.0000,0.0000,0.2530,0.4036,
1912,Pennsylvania,0.0000,0.0000,0.0000,0.3249,0.0000,0.0000,0.2245,0.4506,
1912,Rhode Island,0.0000,0.0000,0.0000,0.3904,0.0000,0.0000,0.3556,0.2540,
1912,South Carolina,0.0000,0.0000,0.0000,0.9594,0.0000,0.0000,0.0106,0.0300,
1912,South Dakota,0.0000,0.0000,0.0000,0.4207,0.0000,0.0000,0.0000,0.5793,
1912,Tennessee,0.0000,0.0000,0.0000,0.5280,0.0000,0.0000,0.2400,0.2320,
1912,Texas,0.0000,0.0000,0.0000,0.7273,0.0000,0.0000,0.0945,0.1782,
1912,Utah,0.0000,0.0000,0.0000,0.3255,0.0000,0.0000,0.3746,0.2999,
1912,Vermont,0.0000,0.0000,0.0000,0.2443,0.0000,0.0000,0.3713,0.3844,
1912,Virginia,0.0000,0.0000,0.0000,0.6595,0.0000,0.0000,0.1700,0.1705,
1912,Washington,0.0000,0.0000,0.0000,0.2690,0.0000,0.0000,0.2182,0.5128,
1912,West Virginia,0.0000,0.0000,0.0000,0.4211,0.0000,0.0000,0.2111,0.3678,
1912,Wisconsin,0.0000,0.0000,0.0000,0.4106,0.0000,0.0000,0.3265,0.2629,
1912,Wyoming,0.0000,0.0000,0.0000,0.3620,0.0000,0.0000,0.3442,0.2938,
1916,Alabama,0.0000,0.0000,0.0000,0.7604,0.0000,0.0000,0.2192,0.0204,
1916,Arizona,0.0000,0.0000,0.0000,0.5717,0.0000,0.0000,0.3537,0.0746,
1916,Arkansas,0.0000,0.0000,0.0000,0.6597,0.0000,0.0000,0.2873,0.0530,
1916,California,0.0000,0.0000,0.0000,0.4665,0.0000,0.0000,0.4627,0.0708,
1916,Colorado,0.0000,0.0000,0.0000,0.6074,0.0000,0.0000,0.3475,0.0451,
1916,Connecticut,0.0000,0.0000,0.0000,0.4666,0.0000,0.0000,0.4980,0.0354,
1916,Delaware,0.0000,0.0000,0.0000,0.4778,0.0000,0.0000,0.5020,0.0202,
1916,Florida,0.0000,0.0000,0.0000,0.6934,0.0000,0.0000,0.1810,0.1256,
1916,Georgia,0.0000,0.0000,0.0000,0.7951,0.0000,0.0000,0.0703,0.1346,
1916,Idaho,0.0000,0.0000,0.0000,0.5204,0.0000,0.0000,0.4113,0.0683,
1916,Illinois,0.0000,0.0000,0.0000,0.4334,0.0000,0.0000,0.5256,0.0410,
1916,Indiana,0.0000,0.0000,0.0000,0.4647,0.0000,0.0000,0.4744,0.0609,
1916,Iowa,0.0000,0.0000,0.0000,0.4255,0.0000,0.0000,0.5457,0.0288,
1916,Kansas,0.0000,0.0000,0.0000,0.4995,0.0000,0.0000,0.4409,0.0596,
1916,Kentucky,0.0000,0.0000,0.0000,0.5191,0.0000,0.0000,0.4650,0.0159,
1916,Louisiana,0.0000,0.0000,0.0000,0.8590,0.0000,0.0000,0.0695,0.0715,
1916,Maine,0.0000,0.0000,0.0000,0.4697,0.0000,0.0000,0.5099,0.0204,
1916,Maryland,0.0000,0.0000,0.0000,0.5280,0.0000,0.0000,0.4478,0.0242,
1916,Massachusetts,0.0000,0.0000,0.0000,0.4661,0.0000,0.0000,0.5054,0.0285,
1916,Michigan,0.0000,0.0000,0.0000,0.4405,0.0000,0.0000,0.5209,0.0386,
1916,Minnesota,0.0000,0.0000,0.0000,0.4625,0.0000,0.0000,0.4635,0.0740,
1916,Mississippi,0.0000,0.0000,0.0000,0.9278,0.0000,0.0000,0.0491,0.0231,
1916,Missouri,0.0000,0.0000,0.0000,0.5059,0.0000,0.0000,0.4694,0.0247,
1916,Montana,0.0000,0.0000,0.0000,0.5688,0.0000,0.0000,0.3757,0.0555,
1916,Nebraska,0.0000,0.0000,0.0000,0.5528,0.0000,0.0000,0.4099,0.0373,
1916,Nevada,0.0000,0.0000,0.0000,0.5336,0.0000,0.0000,0.3640,0.1024,
1916,New Hampshire,0.0000,0.0000,0.0000,0.4912,0.0000,0.0000,0.4906,0.0182,
1916,New Jersey,0.0000,0.0000,0.0000,0.4268,0.0000,0.0000,0.5440,0.0292,
1916,New Mexico,0.0000,0.0000,0.0000,0.5020,0.0000,0.0000,0.4664,0.0316,
1916,New York,0.0000,0.0000,0.0000,0.4451,0.0000,0.0000,0.5153,0.0396,
1916,North Carolina,0.0000,0.0000,0.0000,0.5810,0.0000,0.0000,0.4171,0.0019,
1916,North Dakota,0.0000,0.0000,0.0000,0.4784,0.0000,0.0000,0.4634,0.0582,
1916,Ohio,0.0000,0.0000,0.0000,0.5186,0.0000,0.0000,0.4418,0.0396,
1916,Oklahoma,0.0000,0.0000,0.0000,0.5059,0.0000,0.0000,0.3321,0.1620,
1916,Oregon,0.0000,0.0000,0.0000,0.4590,0.0000,0.0000,0.4847,0.0563,
1916,Pennsylvania,0.0000,0.0000,0.0000,0.4022,0.0000,0.0000,0.5426,0.0552,
1916,Rhode Island,0.0000,0.0000,0.0000,0.4600,0.0000,0.0000,0.5108,0.0292,
1916,South Carolina,0.0000,0.0000,0.0000,0.9671,0.0000,0.0000,0.0242,0.0087,
1916,South Dakota,0.0000,0.0000,0.0000,0.4591,0.0000,0.0000,0.4980,0.0429,
1916,Tennessee,0.0000,0.0000,0.0000,0.5631,0.0000,0.0000,0.4270,0.0099,
1916,Texas,0.0000,0.0000,0.0000,0.7692,0.0000,0.0000,0.1745,0.0563,
1916,Utah,0.0000,0.0000,0.0000,0.5878,0.0000,0.0000,0.3782,0.0340,
1916,Vermont,0.0000,0.0000,0.0000,0.3522,0.0000,0.0000,0.6243,0.0235,
1916,Virginia,0.0000,0.0000,0.0000,0.6699,0.0000,0.0000,0.3183,0.0118,
1916,Washington,0.0000,0.0000,0.0000,0.4813,0.0000,0.0000,0.4389,0.0798,
1916,West Virginia,0.0000,0.0000,0.0000,0.4844,0.0000,0.0000,0.4938,0.0218,
1916,Wisconsin,0.0000,0.0000,0.0000,0.4280,0.0000,0.0000,0.4939,0.0781,
1916,Wyoming,0.0000,0.0000,0.0000,0.5462,0.0000,0.0000,0.4186,0.0352,
1920,Alabama,0.0000,0.0000,0.0000,0.6731,0.0000,0.0000,0.3137,0.0132,
1920,Arizona,0.0000,0.0000,0.0000,0.4439,0.0000,0.0000,0.5561,0.0000,
1920,Arkansas,0.0000,0.0000,0.0000,0.5849,0.0000,0.0000,0.3873,0.0278,
1920,California,0.0000,0.0000,0.0000,0.2428,0.0000,0.0000,0.6620,0.0952,
1920,Colorado,0.0000,0.0000,0.0000,0.3593,0.0000,0.0000,0.5932,0.0475,
1920,Connecticut,0.0000,0.0000,0.0000,0.3303,0.0000,0.0000,0.6272,0.0425,
1920,Delaware,0.0000,0.0000,0.0000,0.4207,0.0000,0.0000,0.5571,0.0222,
1920,Florida,0.0000,0.0000,0.0000,0.6213,0.0000,0.0000,0.3079,0.0708,
1920,Georgia,0.0000,0.0000,0.0000,0.7228,0.0000,0.0000,0.2772,0.0000,
1920,Idaho,0.0000,0.0000,0.0000,0.3434,0.0000,0.0000,0.6560,0.0006,
1920,Illinois,0.0000,0.0000,0.0000,0.2551,0.0000,0.0000,0.6781,0.0668,
1920,Indiana,0.0000,0.0000,0.0000,0.4049,0.0000,0.0000,0.5514,0.0437,
1920,Iowa,0.0000,0.0000,0.0000,0.2546,0.0000,0.0000,0.7091,0.0363,
1920,Kansas,0.0000,0.0000,0.0000,0.3252,0.0000,0.0000,0.6475,0.0273,
1920,Kentucky,0.0000,0.0000,0.0000,0.4969,0.0000,0.0000,0.4925,0.0106,
1920,Louisiana,0.0000,0.0000,0.0000,0.6924,0.0000,0.0000,0.3049,0.0027,
1920,Maine,0.0000,0.0000,0.0000,0.2980,0.0000,0.0000,0.6892,0.0128,
1920,Maryland,0.0000,0.0000,0.0000,0.4216,0.0000,0.0000,0.5511,0.0273,
1920,Massachusetts,0.0000,0.0000,0.0000,0.2784,0.0000,0.0000,0.6855,0.0361,
1920,Michigan,0.0000,0.0000,0.0000,0.2227,0.0000,0.0000,0.7276,0.0497,
1920,Minnesota,0.0000,0.0000,0.0000,0.1943,0.0000,0.0000,0.7059,0.0998,
1920,Mississippi,0.0000,0.0000,0.0000,0.8398,0.0000,0.0000,0.1403,0.0199,
1920,Missouri,0.0000,0.0000,0.0000,0.4313,0.0000,0.0000,0.5456,0.0231,
1920,Montana,0.0000,0.0000,0.0000,0.3205,0.0000,0.0000,0.6113,0.0682,
1920,Nebraska,0.0000,0.0000,0.0000,0.3125,0.0000,0.0000,0.6466,0.0409,
1920,Nevada,0.0000,0.0000,0.0000,0.3622,0.0000,0.0000,0.5692,0.0686,
1920,New Hampshire,0.0000,0.0000,0.0000,0.3939,0.0000,0.0000,0.5984,0.0077,
1920,New Jersey,0.0000,0.0000,0.0000,0.2842,0.0000,0.0000,0.6765,0.0393,
1920,New Mexico,0.0000,0.0000,0.0000,0.4427,0.0000,0.0000,0.5468,0.0105,
1920,New York,0.0000,0.0000,0.0000,0.2695,0.0000,0.0000,0.6456,0.0849,
1920,North Carolina,0.0000,0.0000,0.0000,0.5670,0.0000,0.0000,0.4322,0.0008,
1920,North Dakota,0.0000,0.0000,0.0000,0.1819,0.0000,0.0000,0.7779,0.0402,
1920,Ohio,0.0000,0.0000,0.0000,0.3858,0.0000,0.0000,0.5847,0.0295,
1920,Oklahoma,0.0000,0.0000,0.0000,0.4461,0.0000,0.0000,0.5011,0.0528,
1920,Oregon,0.0000,0.0000,0.0000,0.3355,0.0000,0.0000,0.6020,0.0625,
1920,Pennsylvania,0.0000,0.0000,0.0000,0.2720,0.0000,0.0000,0.6576,0.0704,
1920,Rhode Island,0.0000,0.0000,0.0000,0.3278,0.0000,0.0000,0.6397,0.0325,
1920,South Carolina,0.0000,0.0000,0.0000,0.9605,0.0000,0.0000,0.0391,0.0004,
1920,South Dakota,0.0000,0.0000,0.0000,0.1972,0.0000,0.0000,0.6074,0.1954,
1920,Tennessee,0.0000,0.0000,0.0000,0.4819,0.0000,0.0000,0.5129,0.0052,
1920,Texas,0.0000,0.0000,0.0000,0.5934,0.0000,0.0000,0.2354,0.1712,
1920,Utah,0.0000,0.0000,0.0000,0.3884,0.0000,0.0000,0.5593,0.0523,
1920,Vermont,0.0000,0.0000,0.0000,0.2325,0.0000,0.0000,0.7582,0.0093,
1920,Virginia,0.0000,0.0000,0.0000,0.6132,0.0000,0.0000,0.3785,0.0083,
1920,Washington,0.0000,0.0000,0.0000,0.2114,0.0000,0.0000,0.5596,0.2290,
1920,West Virginia,0.0000,0.0000,0.0000,0.4330,0.0000,0.0000,0.5530,0.0140,
1920,Wisconsin,0.0000,0.0000,0.0000,0.1617,0.0000,0.0000,0.7110,0.1273,
1920,Wyoming,0.0000,0.0000,0.0000,0.3186,0.0000,0.0000,0.6415,0.0399,
1924,Alabama,0.0000,0.0000,0.0000,0.6781,0.0000,0.0000,0.2701,0.0518,
1924,Arizona,0.0000,0.0000,0.0000,0.3547,0.0000,0.0000,0.4126,0.2327,
1924,Arkansas,0.0000,0.0000,0.0000,0.6121,0.0000,0.0000,0.2928,0.0951,
1924,California,0.0000,0.0000,0.0000,0.0823,0.0000,0.0000,0.5720,0.3457,
1924,Colorado,0.0000,0.0000,0.0000,0.2198,0.0000,0.0000,0.5702,0.2100,
1924,Connecticut,0.0000,0.0000,0.0000,0.2753,0.0000,0.0000,0.6154,0.1093,
1924,Delaware,0.0000,0.0000,0.0000,0.3680,0.0000,0.0000,0.5770,0.0550,
1924,Florida,0.0000,0.0000,0.0000,0.5688,0.0000,0.0000,0.2806,0.1506,
1924,Georgia,0.0000,0.0000,0.0000,0.7396,0.0000,0.0000,0.1819,0.0785,
1924,Idaho,0.0000,0.0000,0.0000,0.1636,0.0000,0.0000,0.4712,0.3652,
1924,Illinois,0.0000,0.0000,0.0000,0.2336,0.0000,0.0000,0.5884,0.1780,
1924,Indiana,0.0000,0.0000,0.0000,0.3869,0.0000,0.0000,0.5525,0.0606,
1924,Iowa,0.0000,0.0000,0.0000,0.1664,0.0000,0.0000,0.5503,0.2833,
1924,Kansas,0.0000,0.0000,0.0000,0.2360,0.0000,0.0000,0.6154,0.1486,
1924,Kentucky,0.0000,0.0000,0.0000,0.4598,0.0000,0.0000,0.4893,0.0509,
1924,Louisiana,0.0000,0.0000,0.0000,0.7644,0.0000,0.0000,0.2023,0.0333,
1924,Maine,0.0000,0.0000,0.0000,0.2183,0.0000,0.0000,0.7203,0.0614,
1924,Maryland,0.0000,0.0000,0.0000,0.4129,0.0000,0.0000,0.4529,0.1342,
1924,Massachusetts,0.0000,0.0000,0.0000,0.2486,0.0000,0.0000,0.6226,0.1288,
1924,Michigan,0.0000,0.0000,0.0000,0.1313,0.0000,0.0000,0.7537,0.1150,
1924,Minnesota,0.0000,0.0000,0.0000,0.0680,0.0000,0.0000,0.5118,0.4202,
1924,Mississippi,0.0000,0.0000,0.0000,0.8934,0.0000,0.0000,0.0755,0.0311,
1924,Missouri,0.0000,0.0000,0.0000,0.4379,0.0000,0.0000,0.4958,0.0663,
1924,Montana,0.0000,0.0000,0.0000,0.1938,0.0000,0.0000,0.4250,0.3812,
1924,Nebraska,0.0000,0.0000,0.0000,0.2958,0.0000,0.0000,0.4709,0.2333,
1924,Nevada,0.0000,0.0000,0.0000,0.2195,0.0000,0.0000,0.4176,0.3629,
1924,New Hampshire,0.0000,0.0000,0.0000,0.3472,0.0000,0.0000,0.5983,0.0545,
1924,New Jersey,0.0000,0.0000,0.0000,0.2741,0.0000,0.0000,0.6217,0.1042,
1924,New Mexico,0.0000,0.0000,0.0000,0.4302,0.0000,0.0000,0.4852,0.0846,
1924,New York,0.0000,0.0000,0.0000,0.2913,0.0000,0.0000,0.5576,0.1511,
1924,North Carolina,0.0000,0.0000,0.0000,0.5889,0.0000,0.0000,0.3973,0.0138,
1924,North Dakota,0.0000,0.0000,0.0000,0.0696,0.0000,0.0000,0.4768,0.4536,
1924,Ohio,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.5833,0.1797,
1924,Oklahoma,0.0000,0.0000,0.0000,0.4841,0.0000,0.0000,0.4282,0.0877,
1924,Oregon,0.0000,0.0000,0.0000,0.2418,0.0000,0.0000,0.5101,0.2481,
1924,Pennsylvania,0.0000,0.0000,0.0000,0.1908,0.0000,0.0000,0.6534,0.1558,
1924,Rhode Island,0.0000,0.0000,0.0000,0.3646,0.0000,0.0000,0.5963,0.0391,
1924,South Carolina,0.0000,0.0000,0.0000,0.9656,0.0000,0.0000,0.0221,0.0123,
1924,South Dakota,0.0000,0.0000,0.0000,0.1335,0.0000,0.0000,0.4969,0.3696,
1924,Tennessee,0.0000,0.0000,0.0000,0.5280,0.0000,0.0000,0.4359,0.0361,
1924,Texas,0.0000,0.0000,0.0000,0.7370,0.0000,0.0000,0.1978,0.0652,
1924,Utah,0.0000,0.0000,0.0000,0.2994,0.0000,0.0000,0.4926,0.2080,
1924,Vermont,0.0000,0.0000,0.0000,0.1567,0.0000,0.0000,0.7822,0.0611,
1924,Virginia,0.0000,0.0000,0.0000,0.6248,0.0000,0.0000,0.3279,0.0473,
1924,Washington,0.0000,0.0000,0.0000,0.1016,0.0000,0.0000,0.5224,0.3760,
1924,West Virginia,0.0000,0.0000,0.0000,0.4407,0.0000,0.0000,0.4945,0.0648,
1924,Wisconsin,0.0000,0.0000,0.0000,0.0810,0.0000,0.0000,0.3706,0.5484,
1924,Wyoming,0.0000,0.0000,0.0000,0.1611,0.0000,0.0000,0.5239,0.3150,
1928,Alabama,0.0000,0.0000,0.0000,0.5133,0.0000,0.0000,0.4849,0.0018,
1928,Arizona,0.0000,0.0000,0.0000,0.4223,0.0000,0.0000,0.5757,0.0020,
1928,Arkansas,0.0000,0.0000,0.0000,0.6029,0.0000,0.0000,0.3933,0.0038,
1928,California,0.0000,0.0000,0.0000,0.3419,0.0000,0.0000,0.6469,0.0112,
1928,Colorado,0.0000,0.0000,0.0000,0.3394,0.0000,0.0000,0.6472,0.0134,
1928,Connecticut,0.0000,0.0000,0.0000,0.4557,0.0000,0.0000,0.5363,0.0080,
1928,Delaware,0.0000,0.0000,0.0000,0.3460,0.0000,0.0000,0.6503,0.0037,
1928,Florida,0.0000,0.0000,0.0000,0.4012,0.0000,0.0000,0.5683,0.0305,
1928,Georgia,0.0000,0.0000,0.0000,0.5656,0.0000,0.0000,0.4336,0.0008,
1928,Idaho,0.0000,0.0000,0.0000,0.3493,0.0000,0.0000,0.6422,0.0085,
1928,Illinois,0.0000,0.0000,0.0000,0.4228,0.0000,0.0000,0.5693,0.0079,
1928,Indiana,0.0000,0.0000,0.0000,0.3959,0.0000,0.0000,0.5968,0.0073,
1928,Iowa,0.0000,0.0000,0.0000,0.3757,0.0000,0.0000,0.6177,0.0066,
1928,Kansas,0.0000,0.0000,0.0000,0.2706,0.0000,0.0000,0.7202,0.0092,
1928,Kentucky,0.0000,0.0000,0.0000,0.4051,0.0000,0.0000,0.5933,0.0016,
1928,Louisiana,0.0000,0.0000,0.0000,0.7629,0.0000,0.0000,0.2370,0.0001,
1928,Maine,0.0000,0.0000,0.0000,0.3096,0.0000,0.0000,0.6863,0.0041,
1928,Maryland,0.0000,0.0000,0.0000,0.4233,0.0000,0.0000,0.5706,0.0061,
1928,Massachusetts,0.0000,0.0000,0.0000,0.5024,0.0000,0.0000,0.4915,0.0061,
1928,Michigan,0.0000,0.0000,0.0000,0.2892,0.0000,0.0000,0.7036,0.0072,
1928,Minnesota,0.0000,0.0000,0.0000,0.4083,0.0000,0.0000,0.5777,0.0140,
1928,Mississippi,0.0000,0.0000,0.0000,0.8210,0.0000,0.0000,0.1790,0.0000,
1928,Missouri,0.0000,0.0000,0.0000,0.4415,0.0000,0.0000,0.5558,0.0027,
1928,Montana,0.0000,0.0000,0.0000,0.4048,0.0000,0.0000,0.5837,0.0115,
1928,Nebraska,0.0000,0.0000,0.0000,0.3618,0.0000,0.0000,0.6319,0.0063,
1928,Nevada,0.0000,0.0000,0.0000,0.4346,0.0000,0.0000,0.5654,0.0000,
1928,New Hampshire,0.0000,0.0000,0.0000,0.4102,0.0000,0.0000,0.5865,0.0033,
1928,New Jersey,0.0000,0.0000,0.0000,0.3980,0.0000,0.0000,0.5977,0.0043,
1928,New Mexico,0.0000,0.0000,0.0000,0.4085,0.0000,0.0000,0.5901,0.0014,
1928,New York,0.0000,0.0000,0.0000,0.4744,0.0000,0.0000,0.4979,0.0277,
1928,North Carolina,0.0000,0.0000,0.0000,0.4506,0.0000,0.0000,0.5494,0.0000,
1928,North Dakota,0.0000,0.0000,0.0000,0.4446,0.0000,0.0000,0.5480,0.0074,
1928,Ohio,0.0000,0.0000,0.0000,0.3445,0.0000,0.0000,0.6489,0.0066,
1928,Oklahoma,0.0000,0.0000,0.0000,0.3544,0.0000,0.0000,0.6372,0.0084,
1928,Oregon,0.0000,0.0000,0.0000,0.3414,0.0000,0.0000,0.6418,0.0168,
1928,Pennsylvania,0.0000,0.0000,0.0000,0.3389,0.0000,0.0000,0.6524,0.0087,
1928,Rhode Island,0.0000,0.0000,0.0000,0.5016,0.0000,0.0000,0.4955,0.0029,
1928,South Carolina,0.0000,0.0000,0.0000,0.9139,0.0000,0.0000,0.0854,0.0007,
1928,South Dakota,0.0000,0.0000,0.0000,0.3920,0.0000,0.0000,0.6018,0.0062,
1928,Tennessee,0.0000,0.0000,0.0000,0.4604,0.0000,0.0000,0.5376,0.0020,
1928,Texas,0.0000,0.0000,0.0000,0.4810,0.0000,0.0000,0.5177,0.0013,
1928,Utah,0.0000,0.0000,0.0000,0.4586,0.0000,0.0000,0.5358,0.0056,
1928,Vermont,0.0000,0.0000,0.0000,0.3287,0.0000,0.0000,0.6687,0.0026,
1928,Virginia,0.0000,0.0000,0.0000,0.4590,0.0000,0.0000,0.5391,0.0019,
1928,Washington,0.0000,0.0000,0.0000,0.3130,0.0000,0.0000,0.6706,0.0164,
1928,West Virginia,0.0000,0.0000,0.0000,0.4104,0.0000,0.0000,0.5843,0.0053,
1928,Wisconsin,0.0000,0.0000,0.0000,0.4428,0.0000,0.0000,0.5352,0.0220,
1928,Wyoming,0.0000,0.0000,0.0000,0.3537,0.0000,0.0000,0.6368,0.0095,
1932,Alabama,0.0000,0.0000,0.0000,0.8474,0.0000,0.0000,0.1413,0.0113,
1932,Arizona,0.0000,0.0000,0.0000,0.6703,0.0000,0.0000,0.3053,0.0244,
1932,Arkansas,0.0000,0.0000,0.0000,0.8596,0.0000,0.0000,0.1291,0.0113,
1932,California,0.0000,0.0000,0.0000,0.5839,0.0000,0.0000,0.3739,0.0422,
1932,Colorado,0.0000,0.0000,0.0000,0.5481,0.0000,0.0000,0.4143,0.0376,
1932,Connecticut,0.0000,0.0000,0.0000,0.4740,0.0000,0.0000,0.4854,0.0406,
1932,Delaware,0.0000,0.0000,0.0000,0.4811,0.0000,0.0000,0.5055,0.0134,
1932,Florida,0.0000,0.0000,0.0000,0.7468,0.0000,0.0000,0.2504,0.0028,
1932,Georgia,0.0000,0.0000,0.0000,0.9160,0.0000,0.0000,0.0777,0.0063,
1932,Idaho,0.0000,0.0000,0.0000,0.5866,0.0000,0.0000,0.3827,0.0307,
1932,Illinois,0.0000,0.0000,0.0000,0.5523,0.0000,0.0000,0.4204,0.0273,
1932,Indiana,0.0000,0.0000,0.0000,0.5467,0.0000,0.0000,0.4294,0.0239,
1932,Iowa,0.0000,0.0000,0.0000,0.5769,0.0000,0.0000,0.3998,0.0233,
1932,Kansas,0.0000,0.0000,0.0000,0.5356,0.0000,0.0000,0.4413,0.0231,
1932,Kentucky,0.0000,0.0000,0.0000,0.5906,0.0000,0.0000,0.4015,0.0079,
1932,Louisiana,0.0000,0.0000,0.0000,0.9279,0.0000,0.0000,0.0701,0.0020,
1932,Maine,0.0000,0.0000,0.0000,0.4319,0.0000,0.0000,0.5583,0.0098,
1932,Maryland,0.0000,0.0000,0.0000,0.6150,0.0000,0.0000,0.3604,0.0246,
1932,Massachusetts,0.0000,0.0000,0.0000,0.5064,0.0000,0.0000,0.4664,0.0272,
1932,Michigan,0.0000,0.0000,0.0000,0.5236,0.0000,0.0000,0.4444,0.0320,
1932,Minnesota,0.0000,0.0000,0.0000,0.5991,0.0000,0.0000,0.3629,0.0380,
1932,Mississippi,0.0000,0.0000,0.0000,0.9598,0.0000,0.0000,0.0355,0.0047,
